date,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2_,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,DateTime,Temperature_C,Humidity_Pct
01/01/2018 10:00,3.64,0.0,16.88,0.0,100.0,21.08,2018-01-01T10:00:00.0,-11.4,83.6
01/01/2018 10:15,4.07,0.0,22.32,0.0,100.0,17.94,2018-01-01T10:15:00.0,-9.0,84.7
01/01/2018 10:30,3.71,0.0,18.0,0.0,100.0,20.19,2018-01-01T10:30:00.0,-10.4,85.1
01/01/2018 10:45,3.6,0.0,16.92,0.0,100.0,20.81,2018-01-01T10:45:00.0,-6.7,85.0
01/01/2018 11:00,4.21,0.0,23.4,0.0,100.0,17.71,2018-01-01T11:00:00.0,-9.4,87.2
01/01/2018 11:15,3.49,0.0,5.65,0.0,100.0,52.55,2018-01-01T11:15:00.0,-7.3,81.7
01/01/2018 11:30,3.46,0.0,4.82,0.0,100.0,58.31,2018-01-01T11:30:00.0,-9.3,81.7
01/01/2018 11:45,4.0,0.0,6.7,0.0,100.0,51.26,2018-01-01T11:45:00.0,-8.2,81.6
01/01/2018 12:00,3.49,0.0,4.57,0.0,100.0,60.69,2018-01-01T12:00:00.0,-7.9,84.5
01/01/2018 12:15,3.6,0.0,12.89,0.0,100.0,26.9,2018-01-01T12:15:00.0,-8.7,84.1
01/01/2018 12:30,4.25,0.0,23.15,0.0,100.0,18.06,2018-01-01T12:30:00.0,-4.2,84.8
01/01/2018 12:45,3.67,0.0,16.67,0.0,100.0,21.5,2018-01-01T12:45:00.0,-6.5,86.8
01/01/2018 13:00,3.67,0.0,16.63,0.0,100.0,21.55,2018-01-01T13:00:00.0,-5.8,80.5
01/01/2018 13:15,4.25,0.0,23.33,0.0,100.0,17.92,2018-01-01T13:15:00.0,-4.1,89.9
01/01/2018 13:30,3.64,0.0,16.74,0.0,100.0,21.25,2018-01-01T13:30:00.0,-7.1,82.9
01/01/2018 13:45,3.67,0.0,16.99,0.0,100.0,21.11,2018-01-01T13:45:00.0,-5.9,77.3
01/01/2018 14:00,4.28,0.0,23.4,0.0,100.0,17.99,2018-01-01T14:00:00.0,-10.2,77.7
01/01/2018 14:15,3.64,0.0,16.67,0.0,100.0,21.33,2018-01-01T14:15:00.0,-9.5,77.7
01/01/2018 14:30,3.78,0.0,18.25,0.0,100.0,20.28,2018-01-01T14:30:00.0,-12.5,83.0
01/01/2018 14:45,4.1,0.0,22.1,0.0,100.0,18.24,2018-01-01T14:45:00.0,-9.2,80.9
01/01/2018 15:00,3.64,0.0,16.7,0.0,100.0,21.3,2018-01-01T15:00:00.0,-8.5,78.6
01/01/2018 15:15,3.92,0.0,19.33,0.0,100.0,19.87,2018-01-01T15:15:00.0,-9.1,84.4
01/01/2018 15:30,4.1,0.0,21.35,0.0,100.0,18.86,2018-01-01T15:30:00.0,-5.7,74.5
01/01/2018 15:45,3.6,0.0,16.81,0.0,100.0,20.94,2018-01-01T15:45:00.0,-9.3,83.3
01/01/2018 16:00,3.96,0.0,20.45,0.0,100.0,19.01,2018-01-01T16:00:00.0,-9.2,83.9
01/01/2018 16:15,4.0,0.0,20.77,0.0,100.0,18.91,2018-01-01T16:15:00.0,-7.7,81.8
01/01/2018 16:30,3.6,0.0,16.81,0.0,100.0,20.94,2018-01-01T16:30:00.0,-9.4,75.6
01/01/2018 16:45,4.07,0.0,21.64,0.0,100.0,18.48,2018-01-01T16:45:00.0,-7.0,82.6
01/01/2018 17:00,3.82,0.0,19.19,0.0,100.0,19.52,2018-01-01T17:00:00.0,-8.7,78.3
01/01/2018 17:15,3.56,0.0,16.96,0.0,100.0,20.54,2018-01-01T17:15:00.0,-5.7,78.8
01/01/2018 17:30,4.1,0.0,23.51,0.0,100.0,17.18,2018-01-01T17:30:00.0,-6.9,79.9
01/01/2018 17:45,3.6,0.0,17.39,0.0,100.0,20.27,2018-01-01T17:45:00.0,-9.6,81.5
01/01/2018 18:00,3.6,0.0,17.35,0.0,100.0,20.32,2018-01-01T18:00:00.0,-6.9,84.5
01/01/2018 18:15,4.0,0.0,8.96,0.0,100.0,40.77,2018-01-01T18:15:00.0,-6.7,81.2
01/01/2018 18:30,3.42,0.0,5.47,0.0,100.0,53.01,2018-01-01T18:30:00.0,-6.9,87.1
01/01/2018 18:45,3.67,0.0,16.24,0.0,100.0,22.04,2018-01-01T18:45:00.0,-12.8,77.3
01/01/2018 19:00,4.07,0.0,22.57,0.0,100.0,17.75,2018-01-01T19:00:00.0,-9.8,80.6
01/01/2018 19:15,3.53,0.0,17.39,0.0,100.0,19.89,2018-01-01T19:15:00.0,-12.5,81.2
01/01/2018 19:30,3.85,0.0,20.74,0.0,100.0,18.25,2018-01-01T19:30:00.0,-6.0,79.9
01/01/2018 19:45,3.96,0.0,20.88,0.0,100.0,18.63,2018-01-01T19:45:00.0,-8.5,84.0
01/01/2018 20:00,3.56,0.0,17.35,0.0,100.0,20.1,2018-01-01T20:00:00.0,-9.8,85.1
01/01/2018 20:15,4.03,0.0,22.54,0.0,100.0,17.6,2018-01-01T20:15:00.0,-11.5,82.1
01/01/2018 20:30,3.74,0.0,19.55,0.0,100.0,18.79,2018-01-01T20:30:00.0,-10.8,83.3
01/01/2018 20:45,3.56,0.0,17.42,0.0,100.0,20.02,2018-01-01T20:45:00.0,-10.9,82.6
01/01/2018 21:00,4.21,0.0,24.26,0.0,100.0,17.1,2018-01-01T21:00:00.0,-8.4,79.6
01/01/2018 21:15,3.56,0.0,17.75,0.0,100.0,19.66,2018-01-01T21:15:00.0,-9.4,83.6
01/01/2018 21:30,3.53,0.0,17.42,0.0,100.0,19.86,2018-01-01T21:30:00.0,-7.8,85.1
01/01/2018 21:45,4.25,0.0,25.2,0.0,100.0,16.63,2018-01-01T21:45:00.0,-10.4,88.2
01/01/2018 22:00,3.53,0.0,17.5,0.0,100.0,19.77,2018-01-01T22:00:00.0,-14.5,80.6
01/01/2018 22:15,3.56,1.44,10.08,0.0,92.7,33.3,2018-01-01T22:15:00.0,-8.7,84.8
01/01/2018 22:30,3.67,4.21,0.0,0.0,65.71,100.0,2018-01-01T22:30:00.0,-8.8,81.6
01/01/2018 22:45,3.24,3.35,0.0,0.0,69.52,100.0,2018-01-01T22:45:00.0,-10.5,82.5
01/01/2018 23:00,3.53,3.74,0.0,0.0,68.64,100.0,2018-01-01T23:00:00.0,-9.7,86.6
01/01/2018 23:15,3.53,3.42,0.0,0.0,71.82,100.0,2018-01-01T23:15:00.0,-10.9,84.3
01/01/2018 23:30,3.24,2.95,0.0,0.0,73.94,100.0,2018-01-01T23:30:00.0,-10.9,87.4
01/01/2018 23:45,3.67,3.96,0.0,0.0,67.97,100.0,2018-01-01T23:45:00.0,-11.3,86.7
01/01/2018 00:00,3.42,3.46,0.0,0.0,70.3,100.0,2018-01-01T00:00:00.0,-13.7,83.8
02/01/2018 00:15,3.2,3.1,0.0,0.0,71.82,100.0,2018-01-02T00:15:00.0,-14.8,83.9
02/01/2018 00:30,3.85,4.61,0.0,0.0,64.1,100.0,2018-01-02T00:30:00.0,-17.7,75.6
02/01/2018 00:45,3.28,3.67,0.0,0.0,66.64,100.0,2018-01-02T00:45:00.0,-12.8,77.7
02/01/2018 01:00,3.35,3.6,0.0,0.0,68.12,100.0,2018-01-02T01:00:00.0,-14.7,86.5
02/01/2018 01:15,3.89,4.72,0.0,0.0,63.6,100.0,2018-01-02T01:15:00.0,-13.6,91.3
02/01/2018 01:30,3.28,3.53,0.0,0.0,68.07,100.0,2018-01-02T01:30:00.0,-12.5,88.8
02/01/2018 01:45,3.46,3.96,0.0,0.0,65.8,100.0,2018-01-02T01:45:00.0,-15.3,81.9
02/01/2018 02:00,3.78,4.82,0.0,0.0,61.71,100.0,2018-01-02T02:00:00.0,-14.3,82.6
02/01/2018 02:15,3.31,3.53,0.0,0.0,68.4,100.0,2018-01-02T02:15:00.0,-12.9,86.7
02/01/2018 02:30,3.6,4.36,0.0,0.0,63.67,100.0,2018-01-02T02:30:00.0,-16.5,88.5
02/01/2018 02:45,3.64,4.39,0.0,0.0,63.83,100.0,2018-01-02T02:45:00.0,-16.4,84.7
02/01/2018 03:00,3.28,3.71,0.0,0.0,66.24,100.0,2018-01-02T03:00:00.0,-15.3,85.3
02/01/2018 03:15,3.71,4.57,0.0,0.0,63.03,100.0,2018-01-02T03:15:00.0,-16.8,84.3
02/01/2018 03:30,3.56,4.03,0.0,0.0,66.21,100.0,2018-01-02T03:30:00.0,-11.1,85.2
02/01/2018 03:45,3.24,3.49,0.0,0.0,68.04,100.0,2018-01-02T03:45:00.0,-12.4,87.3
02/01/2018 04:00,3.89,4.64,0.0,0.0,64.25,100.0,2018-01-02T04:00:00.0,-13.3,82.1
02/01/2018 04:15,3.28,3.42,0.0,0.0,69.22,100.0,2018-01-02T04:15:00.0,-11.7,82.5
02/01/2018 04:30,3.28,3.49,0.0,0.0,68.48,100.0,2018-01-02T04:30:00.0,-12.5,81.4
02/01/2018 04:45,3.96,4.68,0.0,0.0,64.59,100.0,2018-01-02T04:45:00.0,-15.1,86.0
02/01/2018 05:00,3.24,3.42,0.0,0.0,68.77,100.0,2018-01-02T05:00:00.0,-10.0,83.7
02/01/2018 05:15,3.46,3.78,0.0,0.0,67.52,100.0,2018-01-02T05:15:00.0,-13.2,86.3
02/01/2018 05:30,3.67,4.07,0.0,0.0,66.97,100.0,2018-01-02T05:30:00.0,-12.4,92.4
02/01/2018 05:45,3.24,3.42,0.0,0.0,68.77,100.0,2018-01-02T05:45:00.0,-11.4,88.1
02/01/2018 06:00,3.67,3.96,0.0,0.0,67.97,100.0,2018-01-02T06:00:00.0,-14.8,84.4
02/01/2018 06:15,3.53,3.78,0.0,0.0,68.25,100.0,2018-01-02T06:15:00.0,-14.6,83.1
02/01/2018 06:30,3.2,3.24,0.0,0.0,70.27,100.0,2018-01-02T06:30:00.0,-14.7,79.5
02/01/2018 06:45,3.78,4.07,0.0,0.0,68.05,100.0,2018-01-02T06:45:00.0,-12.9,87.0
02/01/2018 07:00,3.35,3.35,0.0,0.0,70.71,100.0,2018-01-02T07:00:00.0,-11.2,85.9
02/01/2018 07:15,3.53,3.49,0.0,0.0,71.11,100.0,2018-01-02T07:15:00.0,-14.2,82.8
02/01/2018 07:30,6.3,4.57,0.0,0.0,80.95,100.0,2018-01-02T07:30:00.0,-12.4,88.1
02/01/2018 07:45,6.05,4.79,0.0,0.0,78.4,100.0,2018-01-02T07:45:00.0,-12.8,86.7
02/01/2018 08:00,6.73,4.54,0.0,0.0,82.9,100.0,2018-01-02T08:00:00.0,-14.1,82.2
02/01/2018 08:15,29.02,18.83,0.07,0.0,83.89,100.0,2018-01-02T08:15:00.0,-13.6,85.7
02/01/2018 08:30,46.19,28.66,0.0,0.0,84.97,100.0,2018-01-02T08:30:00.0,-12.6,80.7
02/01/2018 08:45,52.06,35.32,0.0,0.0,82.75,100.0,2018-01-02T08:45:00.0,-10.3,85.0
02/01/2018 09:00,56.2,12.53,0.11,0.0,97.6,100.0,2018-01-02T09:00:00.0,-12.4,81.4
02/01/2018 09:15,56.84,8.32,0.0,0.0,98.95,100.0,2018-01-02T09:15:00.0,-11.5,83.0
02/01/2018 09:30,51.26,4.54,0.94,0.0,99.61,99.98,2018-01-02T09:30:00.0,-10.4,82.7
02/01/2018 09:45,48.13,2.34,1.15,0.0,99.88,99.97,2018-01-02T09:45:00.0,-11.6,79.5
02/01/2018 10:00,52.81,7.06,0.54,0.0,99.12,99.99,2018-01-02T10:00:00.0,-9.3,83.4
02/01/2018 10:15,54.79,7.52,0.14,0.0,99.07,100.0,2018-01-02T10:15:00.0,-9.2,79.0
02/01/2018 10:30,53.21,8.35,0.11,0.0,98.79,100.0,2018-01-02T10:30:00.0,-12.7,78.0
02/01/2018 10:45,80.21,32.4,0.0,0.0,92.72,100.0,2018-01-02T10:45:00.0,-10.8,75.0
02/01/2018 11:00,77.58,25.49,0.0,0.0,95.0,100.0,2018-01-02T11:00:00.0,-11.4,77.9
02/01/2018 11:15,128.52,70.85,0.0,0.0,87.57,100.0,2018-01-02T11:15:00.0,-13.6,81.8
02/01/2018 11:30,144.47,78.48,0.0,0.0,87.87,100.0,2018-01-02T11:30:00.0,-12.4,84.1
02/01/2018 11:45,90.86,54.29,0.0,0.0,85.84,100.0,2018-01-02T11:45:00.0,-9.2,82.5
02/01/2018 12:00,123.3,66.06,0.0,0.0,88.15,100.0,2018-01-02T12:00:00.0,-10.3,82.9
02/01/2018 12:15,19.22,5.54,18.9,0.0,96.09,71.3,2018-01-02T12:15:00.0,-11.1,74.3
02/01/2018 12:30,8.46,0.0,25.92,0.0,100.0,31.03,2018-01-02T12:30:00.0,-11.2,74.1
02/01/2018 12:45,8.24,0.0,25.34,0.0,100.0,30.92,2018-01-02T12:45:00.0,-7.5,79.2
02/01/2018 13:00,8.03,0.0,25.49,0.0,100.0,30.05,2018-01-02T13:00:00.0,-11.8,89.4
02/01/2018 13:15,79.67,27.29,6.52,0.0,94.6,99.67,2018-01-02T13:15:00.0,-12.0,73.7
02/01/2018 13:30,97.85,46.8,0.0,0.0,90.21,100.0,2018-01-02T13:30:00.0,-10.0,73.9
02/01/2018 13:45,124.45,49.79,0.0,0.0,92.85,100.0,2018-01-02T13:45:00.0,-7.0,76.0
02/01/2018 14:00,108.61,43.34,0.0,0.0,92.88,100.0,2018-01-02T14:00:00.0,-11.4,80.6
02/01/2018 14:15,123.12,55.26,0.0,0.0,91.23,100.0,2018-01-02T14:15:00.0,-9.4,69.3
02/01/2018 14:30,129.1,53.5,0.0,0.0,92.38,100.0,2018-01-02T14:30:00.0,-8.6,79.0
02/01/2018 14:45,82.08,27.58,0.0,0.0,94.79,100.0,2018-01-02T14:45:00.0,-10.9,80.9
02/01/2018 15:00,143.89,60.91,0.0,0.0,92.09,100.0,2018-01-02T15:00:00.0,-8.1,83.1
02/01/2018 15:15,86.9,34.27,0.0,0.0,93.03,100.0,2018-01-02T15:15:00.0,-10.6,79.9
02/01/2018 15:30,141.44,62.57,0.0,0.0,91.45,100.0,2018-01-02T15:30:00.0,-8.3,73.4
02/01/2018 15:45,116.53,52.88,0.0,0.0,91.06,100.0,2018-01-02T15:45:00.0,-9.2,78.7
02/01/2018 16:00,129.31,61.16,0.0,0.0,90.4,100.0,2018-01-02T16:00:00.0,-9.7,75.1
02/01/2018 16:15,136.44,56.77,0.0,0.0,92.33,100.0,2018-01-02T16:15:00.0,-13.2,80.7
02/01/2018 16:30,85.72,34.85,0.0,0.0,92.64,100.0,2018-01-02T16:30:00.0,-9.0,74.6
02/01/2018 16:45,147.46,65.27,0.0,0.0,91.44,100.0,2018-01-02T16:45:00.0,-11.1,75.9
02/01/2018 17:00,86.94,30.78,0.0,0.0,94.27,100.0,2018-01-02T17:00:00.0,-12.3,69.7
02/01/2018 17:15,67.25,25.81,0.0,0.0,93.36,100.0,2018-01-02T17:15:00.0,-14.1,73.6
02/01/2018 17:30,115.78,50.04,0.0,0.0,91.79,100.0,2018-01-02T17:30:00.0,-9.9,78.9
02/01/2018 17:45,113.11,34.63,0.0,0.0,95.62,100.0,2018-01-02T17:45:00.0,-9.7,81.0
02/01/2018 18:00,76.75,11.74,1.04,0.0,98.85,99.99,2018-01-02T18:00:00.0,-13.9,77.4
02/01/2018 18:15,41.9,15.23,0.14,0.0,93.98,100.0,2018-01-02T18:15:00.0,-10.5,77.3
02/01/2018 18:30,37.4,19.94,0.0,0.0,88.24,100.0,2018-01-02T18:30:00.0,-12.0,80.2
02/01/2018 18:45,40.25,8.82,0.5,0.0,97.68,99.99,2018-01-02T18:45:00.0,-10.4,75.9
02/01/2018 19:00,34.92,1.98,1.58,0.0,99.84,99.9,2018-01-02T19:00:00.0,-14.1,79.4
02/01/2018 19:15,41.36,6.44,0.43,0.0,98.81,99.99,2018-01-02T19:15:00.0,-10.1,77.7
02/01/2018 19:30,35.96,2.52,1.37,0.0,99.76,99.93,2018-01-02T19:30:00.0,-11.8,79.4
02/01/2018 19:45,39.42,5.29,0.47,0.0,99.11,99.99,2018-01-02T19:45:00.0,-7.7,83.7
02/01/2018 20:00,38.16,4.68,0.5,0.0,99.26,99.99,2018-01-02T20:00:00.0,-13.9,78.5
02/01/2018 20:15,33.23,1.51,3.96,0.0,99.9,99.3,2018-01-02T20:15:00.0,-12.7,77.9
02/01/2018 20:30,25.88,0.0,12.13,0.0,100.0,90.55,2018-01-02T20:30:00.0,-13.1,82.0
02/01/2018 20:45,10.84,0.0,23.22,0.0,100.0,42.3,2018-01-02T20:45:00.0,-9.4,82.7
02/01/2018 21:00,9.29,0.0,23.51,0.0,100.0,36.75,2018-01-02T21:00:00.0,-9.4,83.8
02/01/2018 21:15,6.98,0.0,25.16,0.0,100.0,26.73,2018-01-02T21:15:00.0,-13.0,80.5
02/01/2018 21:30,5.11,0.0,26.5,0.0,100.0,18.93,2018-01-02T21:30:00.0,-11.7,78.2
02/01/2018 21:45,5.08,0.0,26.42,0.0,100.0,18.88,2018-01-02T21:45:00.0,-8.7,79.5
02/01/2018 22:00,5.04,0.0,26.46,0.0,100.0,18.71,2018-01-02T22:00:00.0,-12.2,76.5
02/01/2018 22:15,4.93,1.84,15.44,0.0,93.69,30.42,2018-01-02T22:15:00.0,-12.5,84.4
02/01/2018 22:30,4.64,5.22,0.0,0.0,66.44,100.0,2018-01-02T22:30:00.0,-16.3,79.1
02/01/2018 22:45,4.68,5.18,0.0,0.0,67.04,100.0,2018-01-02T22:45:00.0,-17.2,82.9
02/01/2018 23:00,4.68,5.11,0.0,0.0,67.54,100.0,2018-01-02T23:00:00.0,-10.6,87.7
02/01/2018 23:15,4.57,4.54,0.0,0.0,70.94,100.0,2018-01-02T23:15:00.0,-9.5,86.9
02/01/2018 23:30,4.57,4.25,0.0,0.0,73.23,100.0,2018-01-02T23:30:00.0,-12.7,80.3
02/01/2018 23:45,4.54,4.25,0.0,0.0,73.0,100.0,2018-01-02T23:45:00.0,-13.9,86.8
02/01/2018 00:00,4.61,4.21,0.0,0.0,73.84,100.0,2018-01-02T00:00:00.0,-14.4,84.0
03/01/2018 00:15,4.61,4.61,0.0,0.0,70.71,100.0,2018-01-03T00:15:00.0,-18.1,80.2
03/01/2018 00:30,4.61,4.54,0.0,0.0,71.25,100.0,2018-01-03T00:30:00.0,-16.7,79.9
03/01/2018 00:45,4.57,4.5,0.0,0.0,71.25,100.0,2018-01-03T00:45:00.0,-18.2,77.2
03/01/2018 01:00,4.57,4.61,0.0,0.0,70.4,100.0,2018-01-03T01:00:00.0,-17.7,77.0
03/01/2018 01:15,4.64,4.46,0.0,0.0,72.1,100.0,2018-01-03T01:15:00.0,-19.0,78.0
03/01/2018 01:30,4.64,4.57,0.0,0.0,71.25,100.0,2018-01-03T01:30:00.0,-24.3,81.1
03/01/2018 01:45,4.61,4.79,0.0,0.0,69.34,100.0,2018-01-03T01:45:00.0,-22.9,77.7
03/01/2018 02:00,4.57,4.5,0.0,0.0,71.25,100.0,2018-01-03T02:00:00.0,-17.7,81.0
03/01/2018 02:15,4.61,4.39,0.0,0.0,72.42,100.0,2018-01-03T02:15:00.0,-19.7,85.1
03/01/2018 02:30,4.64,4.75,0.0,0.0,69.88,100.0,2018-01-03T02:30:00.0,-22.7,78.1
03/01/2018 02:45,4.64,4.75,0.0,0.0,69.88,100.0,2018-01-03T02:45:00.0,-24.3,84.1
03/01/2018 03:00,4.57,4.75,0.0,0.0,69.33,100.0,2018-01-03T03:00:00.0,-18.5,81.0
03/01/2018 03:15,4.64,5.11,0.0,0.0,67.22,100.0,2018-01-03T03:15:00.0,-22.4,82.2
03/01/2018 03:30,4.64,4.72,0.0,0.0,70.1,100.0,2018-01-03T03:30:00.0,-21.8,74.2
03/01/2018 03:45,4.68,4.68,0.0,0.0,70.71,100.0,2018-01-03T03:45:00.0,-20.0,76.6
03/01/2018 04:00,4.57,4.46,0.0,0.0,71.57,100.0,2018-01-03T04:00:00.0,-19.3,78.1
03/01/2018 04:15,4.54,4.32,0.0,0.0,72.44,100.0,2018-01-03T04:15:00.0,-18.2,78.8
03/01/2018 04:30,4.61,4.46,0.0,0.0,71.87,100.0,2018-01-03T04:30:00.0,-21.1,73.8
03/01/2018 04:45,4.57,4.32,0.0,0.0,72.67,100.0,2018-01-03T04:45:00.0,-19.8,83.6
03/01/2018 05:00,4.61,4.32,0.0,0.0,72.97,100.0,2018-01-03T05:00:00.0,-21.5,78.9
03/01/2018 05:15,4.54,4.14,0.0,0.0,73.89,100.0,2018-01-03T05:15:00.0,-20.5,86.4
03/01/2018 05:30,4.57,4.21,0.0,0.0,73.55,100.0,2018-01-03T05:30:00.0,-18.7,80.2
03/01/2018 05:45,4.57,4.43,0.0,0.0,71.8,100.0,2018-01-03T05:45:00.0,-18.7,75.8
03/01/2018 06:00,4.57,4.5,0.0,0.0,71.25,100.0,2018-01-03T06:00:00.0,-17.2,79.9
03/01/2018 06:15,4.64,4.61,0.0,0.0,70.94,100.0,2018-01-03T06:15:00.0,-18.9,83.1
03/01/2018 06:30,4.57,4.36,0.0,0.0,72.35,100.0,2018-01-03T06:30:00.0,-19.1,79.7
03/01/2018 06:45,4.61,4.54,0.0,0.0,71.25,100.0,2018-01-03T06:45:00.0,-21.6,76.2
03/01/2018 07:00,4.54,4.28,0.0,0.0,72.76,100.0,2018-01-03T07:00:00.0,-20.1,79.5
03/01/2018 07:15,4.46,4.18,0.0,0.0,72.96,100.0,2018-01-03T07:15:00.0,-20.1,78.4
03/01/2018 07:30,6.12,4.25,0.0,0.0,82.14,100.0,2018-01-03T07:30:00.0,-20.6,76.5
03/01/2018 07:45,7.92,4.68,0.0,0.0,86.09,100.0,2018-01-03T07:45:00.0,-13.5,75.3
03/01/2018 08:00,9.58,4.36,0.0,0.0,91.02,100.0,2018-01-03T08:00:00.0,-19.3,82.0
03/01/2018 08:15,37.01,21.56,0.0,0.02,86.41,100.0,2018-01-03T08:15:00.0,-15.0,83.0
03/01/2018 08:30,74.59,35.86,0.0,0.03,90.13,100.0,2018-01-03T08:30:00.0,-17.8,77.1
03/01/2018 08:45,109.48,53.32,0.0,0.05,89.9,100.0,2018-01-03T08:45:00.0,-17.0,73.3
03/01/2018 09:00,105.08,31.82,0.0,0.05,95.71,100.0,2018-01-03T09:00:00.0,-18.2,75.1
03/01/2018 09:15,121.79,41.26,0.0,0.06,94.71,100.0,2018-01-03T09:15:00.0,-17.6,73.3
03/01/2018 09:30,114.48,30.24,0.0,0.05,96.68,100.0,2018-01-03T09:30:00.0,-18.0,75.8
03/01/2018 09:45,74.2,21.96,0.0,0.03,95.89,100.0,2018-01-03T09:45:00.0,-19.0,72.4
03/01/2018 10:00,54.32,7.13,0.04,0.02,99.15,100.0,2018-01-03T10:00:00.0,-16.5,71.0
03/01/2018 10:15,75.17,25.06,0.0,0.03,94.87,100.0,2018-01-03T10:15:00.0,-18.9,74.4
